Company Name,Skills,Posted Date,Location,Job Type,Job Link
accenture,"employee relations, customer orientation, attention to detail, case management, data management, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-36UaYGp1xQhzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations, customer orientation, attention to detail, case management, data management, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-LKDrWPPY3kZzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations expertise, customer orientation, attention to detail, organizational skills, data management knowledge, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-imTZj6yF3__SLASH__NzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations expertise, customer orientation, attention to detail, organizational skills, data management knowledge, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-VDqrrfCsq0FzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations, data management, customer orientation, attention to detail, shift flexibility, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-lnmDyCwwSxlzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations, data management, customer orientation, attention to detail, shift flexibility, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-3veGFvXmusxzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations, customer orientation, organization skills, attention to detail, team collaboration, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-79vskn9N2C9zpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations, customer orientation, organization skills, attention to detail, team collaboration, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-jggr1XrJIclzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, analytical skills, team collaboration, organizational skills, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-N0Wp32Sw2mRzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, analytical skills, team collaboration, organizational skills, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-lgLTapkONvVzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition, end to end recruitment, team management, bulk hiring experience, recruitment ats proficiency, screening, hr, taleo, head hunting, recruitment process, team building, corporate recruitment, training need analysis, lateral hiring, management systems",1 day ago,Bengaluru / Bangalore,HR Service Delivery Senior Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-senior-analyst-accenture-bengaluru-bangalore-5-to-8-yrs-jobid-d6M9QMf9qRJzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition, end to end recruitment, team management, bulk hiring experience, recruitment ats proficiency, screening, hr, taleo, head hunting, recruitment process, team building, corporate recruitment, training need analysis, lateral hiring, management systems",1 day ago,Bengaluru / Bangalore,HR Service Delivery Senior Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-senior-analyst-accenture-bengaluru-bangalore-5-to-8-yrs-jobid-wf2Y6VXRLU1zpSvf__PLUS__uAgZw==&source=srp
accenture,"account reconciliations   journal entry posting   month end closing   financial reporting   cash forecasting, reports, balance sheet, journal entries, general ledger, accounts",1 day ago,Gurgaon,Record to Report Ops Analyst,https://www.timesjobs.com/job-detail/record-to-report-ops-analyst-accenture-gurgaon-3-to-5-yrs-jobid-u__SLASH__tc82YKTkBzpSvf__PLUS__uAgZw==&source=srp
accenture,"account reconciliations   journal entry posting   month end closing   financial reporting   cash forecasting, reports, balance sheet, journal entries, general ledger, accounts",1 day ago,Gurgaon,Record to Report Ops Analyst,https://www.timesjobs.com/job-detail/record-to-report-ops-analyst-accenture-gurgaon-3-to-5-yrs-jobid-y7z5bKM35PFzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, analytical problem solving, team collaboration skills, ms office proficiency, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-ixrvIXlVAHZzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, analytical problem solving, team collaboration skills, ms office proficiency, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-2QNvzqymXUdzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer service orientation, analytical problem solving, team collaboration skills, confidentiality and quality, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-HQo6pNwm4zdzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer service orientation, analytical problem solving, team collaboration skills, confidentiality and quality, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-Dj__PLUS__aO9n1WfBzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations knowledge, customer orientation, attention to detail, data management processes, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-gleKZZmoFWpzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee services management, labor relations knowledge, customer orientation, attention to detail, data management processes, corrective action, team work, documentation, process improvement, ideas, root cause analysis, supervisor",1 day ago,Bengaluru / Bangalore,HR Service Delivery Associate,https://www.timesjobs.com/job-detail/hr-service-delivery-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-mwgQzRZO4CBzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, analytical problem solving, strong interpersonal skills, customer service orientation, data management expertise, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-jjcP7COw5mpzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, analytical problem solving, strong interpersonal skills, customer service orientation, data management expertise, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-LnQjLYhIDQ9zpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, problem solving skills, organizational skills, confidentiality maintenance, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-pMTGZI8TA51zpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, customer orientation, problem solving skills, organizational skills, confidentiality maintenance, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-ZZYdMJUApHZzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, strong analytical skills, customer service orientation, attention to detail, team collaboration skills, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-zUl1Ej__SLASH__Me6hzpSvf__PLUS__uAgZw==&source=srp
accenture,"employee relations management, strong analytical skills, customer service orientation, attention to detail, team collaboration skills, interpersonal skills, hr, learning, communication, training need analysis, employment law, employee services, team building",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-2zT2WSOGn3BzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition expertise, candidate sourcing techniques, process improvement suggestions, team support coordination, data analysis skills, data mining, business rules, security, database",1 day ago,Bengaluru / Bangalore,Recruiting Analyst,https://www.timesjobs.com/job-detail/recruiting-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-AhSEp9xB5qhzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition expertise, candidate sourcing techniques, process improvement suggestions, team support coordination, data analysis skills, data mining, business rules, security, database",1 day ago,Bengaluru / Bangalore,Recruiting Analyst,https://www.timesjobs.com/job-detail/recruiting-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-1Ye8DV37a3hzpSvf__PLUS__uAgZw==&source=srp
accenture,"end to end recruitment, talent pool management, sourcing strategies, candidate engagement, vendor invoicing, social networking, talent acquisition, recruitment management, taleo, ats, mapping, recruitment process, processing",1 day ago,Bengaluru / Bangalore,Recruiting Associate,https://www.timesjobs.com/job-detail/recruiting-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-fwR__SLASH__YSw1i__PLUS__BzpSvf__PLUS__uAgZw==&source=srp
accenture,"end to end recruitment, talent pool management, sourcing strategies, candidate engagement, vendor invoicing, social networking, talent acquisition, recruitment management, taleo, ats, mapping, recruitment process, processing",1 day ago,Bengaluru / Bangalore,Recruiting Associate,https://www.timesjobs.com/job-detail/recruiting-associate-accenture-bengaluru-bangalore-1-to-3-yrs-jobid-d6Dpp6DXTEBzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition, onboarding process, team management, process improvement, client liaison, corrective action, visual management, operational excellence, documentation, ideas, root cause analysis, quality check",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-66wW__PLUS__rOLj2FzpSvf__PLUS__uAgZw==&source=srp
accenture,"talent acquisition, onboarding process, team management, process improvement, client liaison, corrective action, visual management, operational excellence, documentation, ideas, root cause analysis, quality check",1 day ago,Bengaluru / Bangalore,HR Service Delivery Analyst,https://www.timesjobs.com/job-detail/hr-service-delivery-analyst-accenture-bengaluru-bangalore-3-to-5-yrs-jobid-7pUbFEpLrDJzpSvf__PLUS__uAgZw==&source=srp
